MAIN_ID ID_NAME IDS ID_NGC ID_M ID_HD RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V
"NGC    70" "" "NGC    70|APG 113|DOC SRGb062.55|IC 1539|IRAS F00157+2948|LEDA    1194|MAPS-PP O-1257-202235A|2MASX J00182252+3004465|MCG+05-01-067|RASSCALS SRGb062.055|UGC   174|UZC J001822.6+300446|VV  166a|Z 499-108|Z 0015.8+2949|[CHM2007] HDC   11 J001822.52+3004465|[CHM2007] LDC   12 J001822.52+3004465|[VV2000c] J001822.6+300446|[VV2003c] J001822.6+300446|[VV2006c] J001822.6+300446|[VV2010c] J001822.6+300446" "NGC 70" "" "" "00 18 22.522" "+30 04 46.55" "Seyfert 2 Galaxy" "" "" 0.0238200 ""
"NGC    71" "" "NGC    71|DOC SRGb062.56|LEDA    1197|MAPS-PP O-1257-202235B|2MASX J00182359+3003475|MCG+05-01-068|RASSCALS SRGb062.056|UGC   173|UZC J001823.6+300348|VV  166c|Z 499-107|Z 0015.8+2947|[CHM2007] HDC   11 J001823.59+3003475|[CHM2007] LDC   12 J001823.59+3003475|[VV2000c] J001823.5+300347|[VV2003c] J001823.5+300347|[VV2006c] J001823.5+300347|[VV2010c] J001823.5+300347|[ZEH2003] RX J0018.3+3003  3" "NGC 71" "" "" "00 18 23.598" "+30 03 47.55" "Seyfert 2 Galaxy" "" "" 0.0223400 ""
"NGC    72" "" "NGC    72|DOC SRGb062.58|LEDA    1204|MAPS-PP O-1257-213346|2MASX J00182837+3002265|MCG+05-01-069|RASSCALS SRGb062.058|UGC   176|UZC J001828.4+300226|VV  166d|Z 499-109|Z 0015.9+2946|[CHM2007] HDC   11 J001828.37+3002265|[CHM2007] LDC   12 J001828.37+3002265" "NGC 72" "" "" "00 18 28.371" "+30 02 26.52" "Galaxy in Group of Galaxies" "" "" 0.0231300 ""
MCG+05-01-070 "" "MCG+05-01-070|Ark   6|DOC SRGb062.61|LEDA    1208|2MASX J00183435+3002106|NGC    72A|RASSCALS SRGb062.061|UZC J001834.3+300209|Z 0016.0+2945|Z 499-110" "NGC 72A" "" "" "00 18 34.356" "+30 02 10.63" "Galaxy in Group of Galaxies" "" "" 0.0227520 ""
"NGC    73" "" "NGC    73|6dFGS gJ001839.0-151920|GSC 05839-00933|LEDA    1211|2MASX J00183897-1519200|MCG-03-01-026|NPM1G -15.0014" "NGC 73" "" "" "00 18 38.977" "-15 19 20.09" Galaxy "" "" 0.0257850 ""
"NGC    74" "" "NGC    74|DOC SRGb062.64|LEDA    1219|MAPS-PP O-1257-202434|2MASX J00184929+3003436|MCG+05-01-071|RASSCALS SRGb062.064" "NGC 74" "" "" "00 18 49.297" "+30 03 43.64" "Galaxy in Group of Galaxies" "" "" 0.0239330 ""
"NGC    75" "" "NGC    75|LEDA    1255|2MASX J00192635+0626573|MCG+01-01-051|NPM1G +06.0009|UGC   182|UZC J001926.3+062658|Z 408-48|Z 0016.8+0610|[HDL96] 408  86" "NGC 75" "" "" "00 19 26.356" "+06 26 57.33" Galaxy "" "" 0.0192730 ""
"NGC    76" "" "NGC    76|BWE 0017+2939|9C J0019+2956|CLASS J001937.7907+295601.925|DOC SRGb062.73|GB6 B0017+2939|87GB 001700.0+293920|IVS B0017+296|LEDA    1267|MAPS-PP O-1257-213767|2MASX J00193779+2956017|MCG+05-01-072|MITG J001935+2956|NVSS J001937+295601|RASSCALS SRGb062.073|RGB J0019+299|RX J0019.5+2956|UGC   185|UZC J001937.8+295601|VCS3 J0019+2956|WB 0017+2939|WN B0017.0+2939|Z 0017.0+2940|Z 499-111|[CHM2007] HDC   11 J001937.79+2956017|[CHM2007] LDC   12 J001937.79+2956017|[DC78] UGC   185|[TCC2003b] J001937.7+295602" "NGC 76" "" "" "00 19 37.7914" "+29 56 01.935" "Galaxy in Group of Galaxies" "" "" 0.0247340 ""
"NGC    77" "" "NGC    77|APMBGC 473+054-122|6dFGS gJ002001.7-223156|DUGRS 473-016|ESO 473-15|ESO-LV 473-0150|LEDA    1290|2MASX J00200168-2231553|NPM1G -22.0006|SGC 001730-2248.6" "NGC 77" "" "" "00 20 01.684" "-22 31 55.31" Galaxy "" "" 0.0651840 ""
"NGC    78" "" "NGC    78|KPG   6b|LEDA    1309|2MASX J00202748+0050009|MCG+00-02-005|NGC    78B|UGC   194|UZC J002027.6+005000|Z 383-1|Z 0017.8+0033|[LHG93] F0002+0453|[WGB2006] 001748+00330 a" "NGC 78" "" "" "00 20 27.482" "+00 50 00.96" "Galaxy in Pair of Galaxies" "" "" 0.0188400 ""
"Mrk  547" "" "Mrk  547|FIRST J002025.7+004934|IRAS F00178+0032|KPG   6a|LEDA    1306|2MASX J00202580+0049350|MCG+00-02-004|NGC    78A|SDSS J002025.78+004934.9|SDSS J002025.78+004934.8|UGC   193|[WGB2006] 001748+00330 b" "NGC 78A" "" "" "00 20 25.809" "+00 49 35.01" "Active Galaxy Nucleus" "" "" 0.0169700 ""
"NGC    79" "" "NGC    79|LEDA    1340|2MASX J00210283+2233590|MCG+04-02-003|NPM1G +22.0015|RASSCALS SRGb063.028|UZC J002103.0+223400|Z 479-3|Z 0018.4+2218|[CHM2007] LDC   17 J002102.83+2233590|[CHM2007] HDC   14 J002102.83+2233590|[FK2002]   5a|[SLH97] S01" "NGC 79" "" "" "00 21 02.838" "+22 33 59.06" "Galaxy in Group of Galaxies" "" "" 0.0183260 ""
"NGC    80" "" "NGC    80|LEDA    1351|2MASX J00211086+2221261|MCG+04-02-004|UGC   203|UZC J002111.0+222127|Z 479-6|Z 0018.6+2205|[CHM2007] HDC   14 J002110.86+2221261|[CHM2007] LDC   17 J002110.86+2221261|[FWB89] Galaxy   2|[M98c] 001835.1+220451|[SLH97] S04" "NGC 80" "" "" "00 21 10.865" "+22 21 26.11" "Galaxy in Group of Galaxies" "" "" 0.0189460 ""
"NGC    81" "" "NGC    81|LEDA    1352|2MASX J00211331+2222581|NPM1G +22.0016|RASSCALS SRGb063.034" "NGC 81" "" "" "00 21 13.314" "+22 22 58.11" "Galaxy in Group of Galaxies" "" "" 0.0204500 ""
"NGC    83" "" "NGC    83|IRAS F00186+2209|LEDA    1371|2MASX J00212239+2226011|MCG+04-02-005|RASSCALS SRGb063.039|UGC   206|UZC J002122.5+222603|Z 479-8|Z 0018.8+2209|[CHM2007] LDC   17 J002122.39+2226011|[CHM2007] HDC   14 J002122.39+2226011|[FWB89] Galaxy   3|[SLH97] S03" "NGC 83" "" "" "00 21 22.399" "+22 26 01.11" "Galaxy in Group of Galaxies" "" "" 0.0214210 ""
"NGC    84" "" "NGC    84|AGC 100188|LEDA    1384|2MASX J00213348+2235310|MCG+04-02-010|RASSCALS SRGb063.044|UCM 0018+2218|UZC J002133.6+223534|[CHM2007] LDC   17 J002133.48+2235310|[CHM2007] HDC   14 J002133.48+2235310" "NGC 84" "" "" "00 21 33.488" "+22 35 31.02" "Galaxy in Group of Galaxies" "" "" 0.0220000 ""
"NGC    85" "" "NGC    85|LEDA    1375|2MASX J00212557+2230421|MCG+04-02-007|NGC    85A|NPM1G +22.0017|RASSCALS SRGb063.040|UZC J002125.7+223044|Z 479-9|Z 0018.8+2214|[CHM2007] LDC   17 J002125.57+2230421|[CHM2007] HDC   14 J002125.57+2230421|[SLH97] S02" "NGC 85" "" "" "00 21 25.576" "+22 30 42.11" "Galaxy in Group of Galaxies" "" "" 0.0183960 ""
"IC 1546" "" "IC 1546|AGC 100184|LEDA    1382|2MASX J00212903+2230209|MCG+04-02-008|2MFGC 256|NGC    85B|RASSCALS SRGb063.042|UZC J002129.1+223023|Z 479-10|Z 0018.9+2214|[CHM2007] LDC   17 J002129.03+2230209|[CHM2007] HDC   14 J002129.03+2230209" "NGC 85B" "" "" "00 21 29.031" "+22 30 20.97" "Galaxy in Group of Galaxies" "" "" 0.0194470 ""
"NGC    86" "" "NGC    86|LEDA    1383|2MASX J00212858+2233229|MCG+04-02-009|RASSCALS SRGb063.041|UZC J002128.7+223322|Z 479-11|Z 0018.9+2218|[CHM2007] LDC   17 J002128.58+2233229|[CHM2007] HDC   14 J002128.58+2233229" "NGC 86" "" "" "00 21 28.586" "+22 33 22.96" "Galaxy in Group of Galaxies" "" "" 0.0186630 ""
"NGC    87" "" "NGC    87|APMBGC 194+100-062|6dFGS gJ002114.2-483743|ESO 194-8|ESO-LV 194-0080|LEDA    1357|2MASX J00211406-4837482|SGC 001848-4854.4|[BMB96] 1d" "NGC 87" "" "" "00 21 14.062" "-48 37 48.28" "Galaxy in Group of Galaxies" "" "" 0.0118280 ""
"NGC    88" "" "NGC    88|APMBGC 194+099-061|6dFGS gJ002122.1-483825|ESO 194-10|ESO-LV 194-0100|LEDA    1370|2MASX J00212213-4838242|SGC 001855-4855.1|[BMB96] 1c" "NGC 88" "" "" "00 21 22.132" "-48 38 24.28" "Galaxy in Group of Galaxies" "" "" 0.0116150 ""
"NGC    89" "" "NGC    89|APMBGC 194+099-060|6dFGS gJ002124.4-483955|ESO 194-11|ESO-LV 194-0110|LEDA    1374|2MASX J00212435-4839552|SGC 001857-4856.6|[BMB96] 1b" "NGC 89" "" "" "00 21 24.355" "-48 39 55.28" "Galaxy in Group of Galaxies" "" "" 0.0128380 ""
"NGC    90" "" "NGC    90|LEDA    1405|2MASX J00215140+2224001|MCG+04-02-011|RASSCALS SRGb063.053|UGC   208|UZC J002151.5+222400|Z 479-13|Z 0019.2+2208|[CHM2007] HDC   14 J002151.40+2224001|[CHM2007] LDC   17 J002151.40+2224001" "NGC 90" "" "" "00 21 51.409" "+22 24 00.15" "Galaxy in Group of Galaxies" "" "" 0.0178560 ""
"2MASS J00215163+2222055" "" "UCAC2  39602310|2MASS J00215163+2222055|NGC    91|UCAC3 225-1775" "NGC 91" "" "" "00 21 51.633" "+22 22 05.52" Star "" "" "" ""
"NGC    92" "" "NGC    92|APMBGC 194+098-062|6dFGS gJ002131.7-483729|ESO 194-12|ESO-LV 194-0120|LEDA    1388|2MASX J00213171-4837292|SGC 001905-4854.2|[BMB96] 1a" "NGC 92" "" "" "00 21 31.713" "-48 37 29.23" "Galaxy in Cluster of Galaxies" "" "" 0.0112780 ""
"NGC    93" "" "NGC    93|IRAS F00194+2208|LEDA    1412|2MASX J00220321+2224291|MCG+04-02-012|RASSCALS SRGb063.058|UGC   209|UZC J002203.4+222429|Z 479-15|Z 0019.4+2208|[CHM2007] LDC   17 J002203.21+2224291|[CHM2007] HDC   14 J002203.21+2224291" "NGC 93" "" "" "00 22 03.211" "+22 24 29.15" "Galaxy in Group of Galaxies" "" "" 0.0179500 ""
"NGC    94" "" "NGC    94|LEDA    1423|2MASX J00221351+2228592|RASSCALS SRGb063.060|Z 479-17|Z 0019.6+2212" "NGC 94" "" "" "00 22 13.516" "+22 28 59.22" "Galaxy in Group of Galaxies" "" "" 0.0193830 ""
"NGC    95" "" "NGC    95|IRAS F00196+1012|IRAS 00196+1012|LEDA    1426|2MASX J00221352+1029297|MCG+02-02-003|QDOT B0019395+101259|UGC   214|UZC J002213.6+102931|Z 434-3|Z 0019.8+1013|[CHM2007] LDC   15 J002213.52+1029297|[M98c] 001939.3+101300" "NGC 95" "" "" "00 22 13.528" "+10 29 29.73" "Galaxy in Group of Galaxies" "" "" 0.0180300 ""
"NGC    96" "" "NGC    96|LEDA    1429|2MASX J00221769+2232462|MCG+04-02-014|RASSCALS SRGb063.063" "NGC 96" "" "" "00 22 17.697" "+22 32 46.24" "Galaxy in Group of Galaxies" "" "" 0.0206300 ""
"NGC    97" "" "NGC    97|LEDA    1442|MAPS-PP O-1244-529405|2MASX J00222998+2944433|MCG+05-02-007|UGC   216|UZC J002230.0+294442|Z 500-9|Z 0019.9+2928" "NGC 97" "" "" "00 22 29.988" "+29 44 43.34" Galaxy "" "" 0.0159640 ""
"NGC    98" "" "NGC    98|APMBGC 242+073+024|6dFGS gJ002249.5-451608|ESO 242-5|ESO-LV 242-0050|HIPASS J0022-45|JB b  1|LEDA    1463|2MASX J00224951-4516084|SGC 002022-4532.8" "NGC 98" "" "" "00 22 49.518" "-45 16 08.43" Galaxy "" "" 0.0208010 ""
"NGC    99" "" "NGC    99|AGC    230|HIPASS J0024+15|IRAS F00213+1529|IRAS 00214+1529|LEDA    1523|2MASX J00235942+1546130|MCG+02-02-006|PSCz Q00214+1529|QDOT B0021241+152934|SDSS J002359.39+154613.5|UGC   230|UZC J002359.4+154614|Z 434-6|Z 457-11|Z 0021.4+1530|[M98c] 002124.0+152933" "NGC 99" "" "" "00 23 59.422" "+15 46 13.04" Galaxy "" "" 0.0177500 13.649999618530273
"NGC   100" "" "NGC   100|FGC   42|HIPASS J0024+16|IRAS F00214+1612|LCSB L13|LEDA    1525|2MASX J00240283+1629110|2MASXI J0024028+162911|MCG+03-02-009|2MFGC 282|RFGC   95|TC 422|UGC   231|UZC J002402.7+162910|Z 457-12|Z 0021.5+1612" "NGC 100" "" "" "00 24 02.837" "+16 29 11.00" "Low Surface Brightness Galaxy" "" "" 0.0028120 ""
"NGC   101" "" "NGC   101|APMBGC 350+030-123|6dFGS gJ002354.6-323210|ESO 350-14|ESO-LV 350-0140|GSC 06993-00036|HIPASS J0024-32|IRAS 00214-3248|IRAS F00214-3248|LEDA    1518|2MASX J00235461-3232103|MCG-05-02-003|SGC 002125-3248.8" "NGC 101" "" "" "00 23 54.614" "-32 32 10.34" Galaxy "" "" 0.0113340 ""
"NGC   102" "" "NGC   102|6dFGS gJ002436.5-135723|GSC 05268-00944|LEDA    1542|2MASX J00243651-1357229|MCG-02-02-011" "NGC 102" "" "" "00 24 36.514" "-13 57 22.92" "Galaxy in Group of Galaxies" "" "" 0.0247570 ""
"NGC   103" "" "NGC   103|C 0022+610|OCISM  62|OCl  291.0|OCl  291|[KPS2012] MWSC 0040" "NGC 103" "" "" "00 25 05" "+61 20.4" "Open (galactic) Cluster" "" "" -0.0003890 9.800000190734863
"NGC   103A" "" "NGC   103A|[LBT89] NGC   103A" "NGC 103A" "" "" "" "" "Molecular Cloud" "" "" "" ""
"NGC   104" "NAME 47 Tuc Cluster" "NGC   104|* ksi Tuc|*  47 Tuc|C 0021-723|CD-72    20|Cl Melotte    1|CPD-72    35|1E 0021.8-7221|2E    82|2E 0021.8-7221|1ES 0021-72.3|FAUST   10|0FGL J0025.1-7202|1FGL J0023.9-7204|2FGL J0023.9-7204|3FGL J0023.9-7203|GCl   1|GCRV   128 E|HD   2051|HR    95|2MASX J00240535-7204531|NAME 47 Tuc Cluster|RBS    55|1RXS J002404.6-720456|[BM83] X0021-723|[FS2003] 0013|[KPS2012] MWSC 0038" "NGC 104" "" "HD 2051" "00 24 05.359" "-72 04 53.20" "Globular Cluster" "" "" -0.0000620 4.090000152587891
"NGC   105" "" "NGC   105|IRAS F00226+1236|IRAS 00226+1236|LEDA    1583|2MASX J00251679+1253018|MCG+02-02-008|PSCz Q00226+1236|SDSS J002516.75+125301.8|UGC   241|UZC J002516.8+125302|Z 434-9|Z 0022.8+1237" "NGC 105" "" "" "00 25 16.791" "+12 53 01.82" Galaxy "" "" 0.0172850 ""
"NGC   106" "" "NGC   106|6dFGS gJ002443.8-050856|GSC 04671-00067|LEDA    1551|2MASX J00244375-0508557|[CHM2007] LDC   18 J002443.75-0508557" "NGC 106" "" "" "00 24 43.753" "-05 08 55.71" "Galaxy in Group of Galaxies" "" "" 0.0204190 ""
"NGC   107" "" "NGC   107|6dFGS gJ002542.2-081658|LEDA    1606|2MASX J00254218-0816580" "NGC 107" "" "" "00 25 42.185" "-08 16 58.07" Galaxy "" "" 0.0212030 ""
"NGC   108" "" "NGC   108|IRAS F00233+2856|LEDA    1619|MAPS-PP O-1244-641617|2MASX J00255971+2912434|MCG+05-02-012|UGC   246|UZC J002559.8+291243|Z 500-20|Z 0023.3+2856" "NGC 108" "" "" "00 25 59.711" "+29 12 43.44" Galaxy "" "" 0.0158580 ""
"NGC   109" "" "NGC   109|KPG   8b|LEDA    1633|2MASX J00261463+2148266|MCG+04-02-020|NPM1G +21.0018|RASSCALS SRGb063.075|UGC   251|UZC J002614.6+214826|Z 479-31|Z 0023.6+2132|[CHM2007] LDC   17 J002614.63+2148266" "NGC 109" "" "" "00 26 14.636" "+21 48 26.64" "Galaxy in Pair of Galaxies" "" "" 0.0183930 ""
"NGC   110" "" "NGC   110|C 0024+711|[KPS2012] MWSC 0045" "NGC 110" "" "" "00 27 25" "+71 25.3" "Open (galactic) Cluster" "" "" "" ""
"NGC   111" "" "NGC   111" "NGC 111" "" "" "" "" "" "" "" "" ""
"NGC   112" "" "NGC   112|IRAS F00241+3125|IRAS 00241+3125|Ka  24|LEDA    1654|MAPS-PP O-1244-203709|2MASX J00264871+3142119|MCG+05-02-013|PSCz Q00241+3125|UGC   255|UZC J002648.8+314211|Z 500-21|Z 0024.2+3125|[CHM2007] LDC   20 J002648.71+3142119" "NGC 112" "" "" "00 26 48.717" "+31 42 11.97" "Galaxy in Group of Galaxies" "" "" 0.0210280 ""
"NGC   113" "" "NGC   113|6dFGS gJ002654.6-023003|GSC 04668-00218|LEDA    1656|2MASX J00265462-0230030|MCG-01-02-016|[CHM2007] HDC   15 J002654.62-0230030|[CHM2007] LDC   19 J002654.62-0230030" "NGC 113" "" "" "00 26 54.626" "-02 30 03.02" "Galaxy in Group of Galaxies" "" "" 0.0144970 ""
"NGC   114" "" "NGC   114|6dFGS gJ002658.2-014710|KUG 0024-020A|LEDA    1660|2MASX J00265821-0147100|MCG+00-02-027|Mrk  946|NPM1G -02.0005|UGC   259|UZC J002658.2-014710|Z 383-14|Z 0024.5-0203|[CHM2007] LDC   19 J002658.21-0147100" "NGC 114" "" "" "00 26 58.215" "-01 47 10.02" "Galaxy in Group of Galaxies" "" "" 0.0123100 ""
"NGC   115" "" "NGC   115|AGC  20302|APMBGC 350-003-062|2dFGRS TGS498Z028|6dFGS gJ002646.3-334038|ESO 350-17|ESO-LV 350-0170|GSC 06994-00365|HIPASS J0026-33|IRAS F00242-3357|LCSB L14|LEDA    1651|2MASX J00264627-3340375|2MASXI J0026463-334037|MCG-06-02-006|SGC 002418-3357.2" "NGC 115" "" "" "00 26 46.278" "-33 40 37.56" "Low Surface Brightness Galaxy" "" "" 0.0061180 ""
"NGC   116" "" "NGC   116|6dFGS gJ002705.2-074006|LEDA    1671|2MASX J00270522-0740059" "NGC 116" "" "" "00 27 05.221" "-07 40 05.91" "Galaxy in Group of Galaxies" "" "" 0.0255880 ""
"NGC   117" "" "NGC   117|LEDA    1674|2MASX J00271106+0120014|MCG+00-02-029|UZC J002711.1+012001|Z 383-15|Z 0024.6+0103|[CHM2007] LDC   21 J002711.06+0120014" "NGC 117" "" "" "00 27 11.061" "+01 20 01.43" "Galaxy in Group of Galaxies" "" "" 0.0179720 ""
"NGC   118" "" "NGC   118|CGPG 0024.7-0203|6dFGS gJ002716.2-014649|FBQS J0027-0146|IRAS 00247-0203|KUG 0024-020|KUG 0024-020B|LEDA    1678|2MASX J00271620-0146487|MCG+00-02-032|Mrk  947|NPM1G -02.0006|PSCz Q00247-0203|UGC   264|UM 244|UZC J002716.2-014648|ZW  III   9|Z 383-16|Z 0024.7-0203|[VV2003c] J002716.2-014647|[VV2006c] J002716.2-014647|[VV2010c] J002716.2-014647" "NGC 118" "" "" "00 27 16.202" "-01 46 48.75" "Seyfert 2 Galaxy" "" "" 0.0373290 ""
"NGC   119" "" "NGC   119|APMBGC 150+060+117|APMGS 002435.5-571515.4|6dFGS gJ002657.6-565841|ESO 150-8|ESO-LV 150-0080|LEDA    1659|2MASX J00265761-5658408|SGC 002435-5715.3|[CHM2007] LDC   28 J002657.61-5658408" "NGC 119" "" "" "00 26 57.617" "-56 58 40.81" "Galaxy in Group of Galaxies" "" "" 0.0246340 ""
"NGC   120" "" "NGC   120|6dFGS gJ002730.1-013049|LEDA    1693|2MASX J00273007-0130487|MCG+00-02-033|UGC   267|UZC J002730.1-013049|Z 383-17|Z 0024.9-0147|[CHM2007] HDC   15 J002730.07-0130487|[CHM2007] LDC   19 J002730.07-0130487" "NGC 120" "" "" "00 27 30.071" "-01 30 48.74" "Galaxy in Group of Galaxies" "" "" 0.0136000 ""
"NGC   121" "" "NGC   121|Cl Kron    2|Cl Lindsay   10|ESO  50-12" "NGC 121" "" "" "00 26 49.0" "-71 32 10" "Globular Cluster" "" "" "" 11.239999771118164
"NGC   124" "" "NGC   124|6dFGS gJ002752.4-014837|HIPASS J0027-01b|IRAS F00253-0205|IRAS 00253-0205|LEDA    1715|2MASX J00275236-0148364|MCG+00-02-038|PSCz Q00253-0205|SDSS J002752.36-014837.0|UGC   271|UZC J002752.3-014838|Z 383-18|Z 0025.3-0205|[CHM2007] HDC   15 J002752.36-0148364|[CHM2007] LDC   19 J002752.36-0148364|[PVK2003] 006.96917 -01.81028" "NGC 124" "" "" "00 27 52.363" "-01 48 36.49" "Galaxy in Group of Galaxies" "" "" 0.0136590 ""
"NGC   125" "" "NGC   125|LEDA    1772|2MASX J00285020+0250200|MCG+00-02-048|UGC   286|UZC J002850.2+025019|Z 383-27|Z 0026.3+0233|[CHM2007] LDC   21 J002850.20+0250200" "NGC 125" "" "" "00 28 50.206" "+02 50 20.06" "Galaxy in Group of Galaxies" "" "" 0.0177220 ""
"NGC   126" "" "NGC   126|LEDA    1784|2MASX J00290809+0248400|MCG+00-02-049|UZC J002908.1+024840|Z 383-28|Z 0026.6+0232|[WGB2006] 002642+02350 d" "NGC 126" "" "" "00 29 08.095" "+02 48 40.07" "Galaxy in Group of Galaxies" "" "" 0.0139700 ""
"NGC   127" "" "NGC   127|IRAS 00266+0235|LEDA    1787|2MASX J00291239+0252215|MCG+00-02-050|NPM1G +02.0013|PSCz Q00266+0235|[WGB2006] 002642+02350 c" "NGC 127" "" "" "00 29 12.400" "+02 52 21.56" "Galaxy in Group of Galaxies" "" "" 0.0135500 ""
"NGC   128" "" "NGC   128|LEDA    1791|2MASX J00291506+0251505|MCG+00-02-051|2MFGC 335|UGC   292|UZC J002915.1+025150|WBL  10|Z 383-29|Z 0026.7+0235|[M98c] 002640.8+023520|[WGB2006] 002642+02350 a" "NGC 128" "" "" "00 29 15.070" "+02 51 50.57" "Galaxy in Group of Galaxies" "" "" 0.0146600 ""
"NGC   129" "" "NGC   129|C 0027+599|OCISM  63|OCl  294|[KPR2004b]   8|[KPS2012] MWSC 0053" "NGC 129" "" "" "00 30 00" "+60 13.1" "Open (galactic) Cluster" "" "" -0.0001440 6.5
"HD 236433" "" "HD 236433|AG+59   46|ALS  6231|BD+59    67|Cl* NGC  129    MMU     170|Cl* NGC  129     LF      38|Cl* NGC  129     SS     282|Cl* NGC  129    HAR     101|Cl* NGC  129   HOAG       5|Cl* NGC  129    KRA      A|Cl* NGC  129    ARP      A|Cl* NGC  129   HOAG     103|Gaia DR1 428617463898333824|GCRV 50415|GEN# +2.01290170|GSC 04015-02816|HIC   2354|HIP   2354|LS   I +59   44|2MASS J00300599+6009042|NGC   129A|PPM  12260|SAO  21450|SBC9 25|TYC 4015-2816-1|UBV M  29869|uvby98 201290170|WEB   433|YZ  59   370" "NGC 129A" "" "HD 236433" "00 30 06.0026" "+60 09 04.103" "Spectroscopic binary" F4II 0.470 -0.0001270 8.869999885559082
"NGC   130" "" "NGC   130|IRAS F00266+0235|LEDA    1794|2MASX J00291854+0252135|MCG+00-02-052|[WGB2006] 002642+02350 b" "NGC 130" "" "" "00 29 18.541" "+02 52 13.57" "Galaxy in Group of Galaxies" "" "" 0.0146900 ""
"NGC   131" "" "NGC   131|APMBGC 350-035-084|2dFGRS TGS499Z137|6dFGS gJ002938.5-331535|DUGRS 350-002|ESO 350-21|ESO-LV 350-0210|GSC 06994-00422|IRAS 00271-3332|IRAS F00271-3332|LEDA    1813|2MASX J00293851-3315349|MCG-06-02-010|SGC 002710-3332.1|[CHM2007] HDC   20 J002938.51-3315349|[CHM2007] LDC   33 J002938.51-3315349" "NGC 131" "" "" "00 29 38.519" "-33 15 34.99" "Interacting Galaxies" "" "" 0.0048000 13.220000267028809
"NGC   132" "" "NGC   132|KUG 0027+018|LEDA    1844|2MASX J00301071+0205365|MCG+00-02-063|SDSS J003010.67+020536.0|UGC   301|UZC J003010.6+020534|Z 383-32|Z 0027.6+0149|[CHM2007] LDC   21 J003010.71+0205365|[M98c] 002736.6+014903" "NGC 132" "" "" "00 30 10.718" "+02 05 36.51" "Galaxy in Group of Galaxies" "" "" 0.0177200 ""
"NGC   133" "" "NGC   133|C 0028+630|Cl Collinder    3|OCl  296|[KPS2012] MWSC 0055" "NGC 133" "" "" "00 31 12" "+63 22.0" "Open (galactic) Cluster" "" "" "" 9.399999618530273
"NGC   134" "" "NGC   134|AM 0027-333|APMBGC 350-042-085|6dFGS gJ003021.9-331438|DUGRS 350-001|ESO 350-23|ESO-LV 350-0230|HIPASS J0030-33|IRAS 00278-3331|IRAS F00278-3331|LEDA    1851|2MASX J00302189-3314432|MCG-06-02-012|NVSS J003022-331427|PSCz Q00278-3331|SGC 002754-3331.3|SINGG HIPASS J0030-33|[CHM2007] HDC   20 J003021.89-3314432|[CHM2007] LDC   33 J003021.89-3314432|[M98c] 002754.0-333118|[VDD93]   2" "NGC 134" "" "" "00 30 21.893" "-33 14 43.26" "Interacting Galaxies" "" "" 0.0053140 10.119999885559082
"NGC   135" "" "NGC   135|6dFGS gJ003145.9-132015|IRAS 00292-1336|LEDA    2010|2MASX J00314593-1320152|NVSS J003145-132014|PSCz Q00292-1336|QDOT B0029139-133651" "NGC 135" "" "" "00 31 45.939" "-13 20 15.25" "Emission-line galaxy" "" "" 0.0248080 ""
"NGC   136" "" "NGC   136|C 0028+612|[KPS2012] MWSC 0056" "NGC 136" "" "" "00 31 36" "+61 30.6" "Open (galactic) Cluster" "" "" "" ""
"NGC   137" "" "NGC   137|K73   25|LEDA    1888|2MASX J00305810+1012304|MCG+02-02-017|UGC   309|UZC J003058.1+101230|Z 434-19|Z 0028.5+0955|[CHM2007] LDC   30 J003058.10+1012304" "NGC 137" "" "" "00 30 58.104" "+10 12 30.43" "Galaxy in Group of Galaxies" "" "" 0.0176000 ""
"NGC   138" "" "NGC   138|LEDA    1889|2MASX J00305921+0509350|MCG+01-02-016|UGC   308|UZC J003059.3+050935|Z 409-23|Z 0028.4+0454" "NGC 138" "" "" "00 30 59.220" "+05 09 35.02" Galaxy "" "" 0.0397210 ""
"NGC   139" "" "NGC   139|IRAS F00285+0448|IRAS 00285+0448|ISOSS J00311+0504|LEDA    1900|2MASX J00310641+0504434|PSCz Q00285+0448|UZC J003106.4+050443|Z 409-22|Z 0028.4+0449|[LHG93] F0028+0452|[SLK2004] 70" "NGC 139" "" "" "00 31 06.419" "+05 04 43.44" Galaxy "" "" 0.0415330 ""
"NGC   140" "" "NGC   140|IRAS F00287+3030|IRAS 00287+3031|LEDA    1916|MAPS-PP O-1244-344359|2MASX J00312048+3047329|MCG+05-02-021|PSCz Q00287+3031|UGC   311|UZC J003120.5+304733|Z 500-38|Z 0028.7+3031" "NGC 140" "" "" "00 31 20.489" "+30 47 32.96" "Galaxy in Group of Galaxies" "" "" 0.0215020 ""
"NGC   141" "" "NGC   141|IRAS 00287+0454|LEDA    1918|2MASX J00311739+0510474|PSCz Q00287+0454|QDOT B0028445+045419|UZC J003117.5+051046|Z 409-27|Z 0028.8+0455|[LHG93] F0028+0454" "NGC 141" "" "" "00 31 17.399" "+05 10 47.42" Galaxy "" "" 0.0393600 ""
