MAIN_ID ID_NAME ID_HD ID_NGC RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V
"*   9 Pup" "" "HD 64096" "" "07 51 46.3029" "-13 53 52.916" "Spectroscopic binary" G0V 60.590 -0.0000710 5.159999847412109
"*   9 Pup A" "" "HD 64096A" "" "07 51 46.308" "-13 53 52.84" "High proper-motion Star" "" "" "" 5.610000133514404
"*   9 Pup B" "" "HD 64096B" "" "07 51 46.274" "-13 53 52.63" "High proper-motion Star" "" "" "" 6.489999771118164
"CD-49  3115" "" "" "" "07 51 03.3450" "-50 18 18.008" "High proper-motion Star" K6V 31.060 -0.0000750 10.010000228881836
"* 212 Pup A" "" "HD 64379A" "" "07 52 15.667" "-34 42 19.51" "High proper-motion Star" "" "" "" 5.119999885559082
"* 212 Pup B" "" "HD 64379B" "" "07 52 15.364" "-34 42 19.69" "High proper-motion Star" K3 "" "" 8.59000015258789
"HD  64468" "" "HD 64468" "" "07 54 54.0672" "+19 14 10.833" "High proper-motion Star" K2.5V 48.460 -0.0000300 7.72599983215332
"HD  64606" "" "HD 64606" "" "07 54 34.1795" "-01 24 44.109" "Spectroscopic binary" K0V 49.780 0.0003430 7.433000087738037
"LAWD 26" "" "" "" "07 53 08.15" "-67 47 31.4" "White Dwarf" DA9.0 126.250 "" 14.09000015258789
"HD  65277" "" "HD 65277" "" "07 57 57.786" "-00 48 51.90" "Double or multiple star" K4V 56.140 -0.0000150 ""
"HD  65277A" "" "HD 65277A" "" "07 57 57.7851" "-00 48 51.867" "High proper-motion Star" "" 56.110 "" 8.07699966430664
"HD  65277B" "" "HD 65277B" "" "07 57 58.074" "-00 48 49.12" "High proper-motion Star" "" "" "" 14.300000190734863
"HD  65486" "" "HD 65486" "" "07 58 04.3703" "-25 37 35.864" "Double or multiple star" K4Vk:+T4.5 53.940 -0.0000270 8.439000129699707
"HD  65907" "" "HD 65907" "" "07 57 46.9142" "-60 18 11.057" "High proper-motion Star" F9.5V 61.710 0.0000520 5.599999904632568
"HD  65907B" "" "HD 65907B" "" "07 57 54.860" "-60 17 58.42" "Double or multiple star" M0.5 "" 0.0000560 9.829999923706055
"HD  65907B" "" "HD 65907B" "" "07 57 54.860" "-60 17 58.42" "Double or multiple star" M0.5 "" 0.0000560 9.829999923706055
"HD  65583" "" "HD 65583" "" "08 00 32.1298" "+29 12 44.475" "High proper-motion Star" K0V_Fe-1.3 58.880 0.0000500 7.0
"BD+14  1802" "" "" "" "08 00 15.5754" "+13 47 47.829" "High proper-motion Star" K7V 27.630 0.0001000 10.354999542236328
"HD  66020" "" "HD 66020" "" "08 00 02.1451" "-40 02 21.914" "High proper-motion Star" K(5)V 47.730 0.0000180 9.619999885559082
"HD  67458" "" "HD 67458" "" "08 07 00.5224" "-29 24 10.576" "High proper-motion Star" G0V 39.070 -0.0000520 6.789999961853027
"HD  66751" "" "HD 66751" "" "08 10 20.4685" "+69 43 30.280" "High proper-motion Star" F8V 35.280 -0.0000420 6.548999786376953
"BD-04  2226" "" "" "" "08 07 50.5048" "-04 31 20.604" Star M3 2.090 "" 11.199999809265137
"HD  68456" "" "HD 68456" "" "08 09 00.6758" "-61 18 08.739" "Blue Straggler Star" F6VFe-0.8CH-0.4 50.050 0.0000780 4.760000228881836
"*  18 Pup" "" "HD 68146" "" "08 10 39.8257" "-13 47 57.142" "High proper-motion Star" F6.5V 44.680 0.0001110 5.539999961853027
"*  18 Pup B" "" "HD 68146B" "" "08 10 34.2863" "-13 48 51.158" "High proper-motion Star" M2.5V "" 0.0001000 11.8149995803833
"GJ   298" "" "" "" "08 09 58.0518" "-52 58 05.424" "High proper-motion Star" M3.0 61.820 0.0001160 11.739999771118164
"Ross  619" "" "" "" "08 11 57.575" "+08 46 22.05" "High proper-motion Star" M4.5Ve 146.300 -0.0001170 12.833999633789062
"GJ   300" "" "" "" "08 12 40.881" "-21 33 05.68" "High proper-motion Star" M3.5V 125.600 "" 12.130999565124512
"BD-13  2439B" "" "" "" "08 13 08.477" "-13 55 01.26" "High proper-motion Star" "" "" "" 10.4399995803833
"BD+31  1781" "" "" "" "08 18 10.7790" "+30 36 02.944" "High proper-motion Star" K4.5V 43.770 0.0000450 8.829999923706055
"HD  69830" "" "HD 69830" "" "08 18 23.9470" "-12 37 55.811" "High proper-motion Star" G8:V 80.040 0.0001070 5.949999809265137
"* chi Cnc" "" "HD 69897" "" "08 20 03.8615" "+27 13 03.741" "High proper-motion Star" F6V 54.730 0.0001100 5.099999904632568
"HD  70642" "" "HD 70642" "" "08 21 28.1366" "-39 42 19.481" "High proper-motion Star" G6VCN+0.5 34.260 0.0001770 7.179999828338623
"* alf Cha" "" "HD 71243" "" "08 18 31.5531" "-76 55 10.996" "High proper-motion Star" F5VFe-0.8 51.120 -0.0000450 4.046999931335449
"BD+22  1921" "" "" "" "08 23 30.9115" "+21 50 57.701" "High proper-motion Star" K3 38.100 -0.0000900 9.539999961853027
"*   1 Hya" "" "HD 70958" "" "08 24 35.0145" "-03 45 04.464" "Spectroscopic binary" F6V 37.570 0.0002400 5.610000133514404
"*   1 Hya B" "" "HD 70958B" "" "08 24 33.791" "-03 44 34.27" "Low-mass star (M<1solMass)" M4.5 "" "" ""
"*   1 Hya C" "" "HD 70958C" "" "08 24 52.45" "-03 41 01.8" "Low-mass star (M<1solMass)" M5.5 "" "" 17.15999984741211
"HD  71334" "" "HD 71334" "" "08 25 49.5155" "-29 55 50.134" "High proper-motion Star" G2.5V 25.590 0.0000580 7.820000171661377
"GJ   307" "" "" "" "08 27 00.9044" "+21 57 24.688" Star K7V 22.300 "" 10.843000411987305
"HD  71148" "" "HD 71148" "" "08 27 36.7846" "+45 39 10.755" "High proper-motion Star" G1V 45.710 -0.0001080 6.300000190734863
"MCC 253" "" "" "" "08 28 22.1145" "+35 00 59.245" "Double or multiple star" M0V 50.820 0.0001070 10.90999984741211
"LHS  2018" "" "" "" "08 29 56.3283" "+61 43 32.738" "High proper-motion Star" K7V 49.420 -0.0001720 10.451000213623047
"LHS  2017" "" "" "" "08 29 40.7254" "-01 44 47.987" "High proper-motion Star" K3 12.350 0.0001630 11.930000305175781
"CD-49  3617" "" "" "" "08 31 56.2502" "-50 11 20.693" "High proper-motion Star" K6Vk: 24.760 "" 10.8100004196167
"HD  72673" "" "HD 72673" "" "08 32 51.4957" "-31 30 03.065" "High proper-motion Star" K1V 81.910 0.0000500 6.380000114440918
"BD+67   552" "" "" "" "08 36 25.4533" "+67 17 42.409" "Double or multiple star" M0.5Ve 72.590 0.0000380 9.467000007629395
"HD  72945" "" "HD 72945" "" "08 35 50.9775" "+06 37 12.772" "Spectroscopic binary" F8V 38.050 0.0000890 5.920000076293945
"HD  72946" "" "HD 72946" "" "08 35 51.2635" "+06 37 21.964" "High proper-motion Star" G8-V 39.170 0.0000970 7.079999923706055
"V* pi.01 UMa" "" "HD 72905" "" "08 39 11.7046" "+65 01 15.264" "Variable of BY Dra type" G1.5Vb 69.660 -0.0000430 5.639999866485596
"HD  73524" "" "HD 73524" "" "08 37 19.9929" "-40 08 51.600" "High proper-motion Star" G0Vp 36.230 -0.0000060 6.550000190734863
"HD  73583" "" "HD 73583" "" "08 38 45.2603" "-13 15 24.092" "High proper-motion Star" K4+Vk: 31.900 0.0000610 9.630000114440918
"HD  73752A" "" "HD 73752A" "" "08 39 07.905" "-22 39 42.68" "High proper-motion Star" G3V "" "" 5.369999885559082
"HD  73752B" "" "HD 73752B" "" "08 39 07.942" "-22 39 41.79" "High proper-motion Star" K0V "" "" 6.710000038146973
"HD  73667" "" "HD 73667" "" "08 39 50.7918" "+11 31 21.618" "High proper-motion Star" K2V 54.000 -0.0000400 7.581999778747559
"HD  73667" "" "HD 73667" "" "08 39 50.7918" "+11 31 21.618" "High proper-motion Star" K2V 54.000 -0.0000400 7.581999778747559
"BD-05  2603" "" "" "" "08 40 00.2688" "-06 28 33.083" "High proper-motion Star" K6V 38.840 -0.0000190 9.87600040435791
"V* AZ Cnc" "" "" "" "08 40 29.751" "+18 24 09.18" "Flare Star" M6.0V 71.300 0.0002200 17.59000015258789
"GJ   317" "" "" "" "08 40 59.24" "-23 27 23.3" "High proper-motion Star" M3.5V 65.300 0.0002930 11.975000381469727
"GJ   317 b" "" "" "" "08 40 59.24" "-23 27 23.3" "Extra-solar Confirmed Planet" "" 65.340 "" ""
"GJ   317 c" "" "" "" "08 40 59.24" "-23 27 23.3" "Extra-solar Confirmed Planet" "" "" "" ""
"CD-32  5613" "" "" "" "08 41 32.50" "-32 56 34.0" "White Dwarf" DA5.5 113.630 0.0000980 11.850000381469727
"Wolf  321" "" "" "" "08 43 19.21" "+44 29 42.4" "High proper-motion Star" M1.5:d 39.200 "" 14.109999656677246
"BD+10  1857" "" "" "" "08 42 44.5331" "+09 33 24.119" "Double or multiple star" M1V 63.950 0.0000810 9.628999710083008
"BD+10  1857" "" "" "" "08 42 44.5331" "+09 33 24.119" "Double or multiple star" M1V 63.950 0.0000810 9.628999710083008
"G  46-2" "" "" "" "08 42 52.2285" "+09 33 11.174" "High proper-motion Star" M2.5Ve 63.960 0.0000090 11.800000190734863
"HD  74385" "" "HD 74385" "" "08 42 07.5166" "-42 55 45.981" "High proper-motion Star" K2+V 45.010 0.0000760 8.107000350952148
"LTT  3222" "" "" "" "08 42 06.9961" "-42 56 31.073" "High proper-motion Star" M2.5 "" "" 12.640000343322754
"HD  74576" "" "HD 74576" "" "08 43 18.0303" "-38 52 56.571" "High proper-motion Star" K3V 89.420 0.0000380 6.559999942779541
"HD  74377" "" "HD 74377" "" "08 45 10.3963" "+41 40 18.604" "High proper-motion Star" K3V 40.300 -0.0000850 8.579999923706055
"* d Vel" "" "HD 74772" "" "08 44 23.9475" "-42 38 57.400" Star G6III 14.250 -0.0000070 4.046000003814697
"HD  74842" "" "HD 74842" "" "08 44 44.9734" "-42 38 04.418" "Double or multiple star" G8V 39.570 0.0000270 7.21999979019165
"* del01 Vel" "NAME Alsephina" "HD 74956A" "" "08 44 42.226" "-54 42 31.76" "Double or multiple star" "" "" "" 1.9900000095367432
"* del02 Vel" "" "HD 74956B" "" "08 44 42.203" "-54 42 30.60" "High proper-motion Star" "" "" "" 5.570000171661377
"UCAC2   7947352" "" "" "" "08 44 48.984" "-54 41 50.05" Star G8 "" "" 11.0
"2MASS J08444962-5441498" "" "" "" "08 44 49.626" "-54 41 49.84" Star K0 "" "" 13.5
"BD+66   582" "" "" "" "08 52 00.3480" "+66 07 53.388" "High proper-motion Star" K5 60.820 -0.0000740 9.279999732971191
"BD+08  2131A" "" "" "" "08 50 42.326" "+07 51 52.40" Star "" "" "" 9.760000228881836
"BD+08  2131B" "" "" "" "08 50 42.412" "+07 51 50.74" Star "" "" "" 9.899999618530273
"* rho01 Cnc" "NAME Copernicus" "HD 75732" "" "08 52 35.8109" "+28 19 50.951" "High proper-motion Star" G8V 81.030 0.0000920 5.949999809265137
"* rho01 Cnc B" "" "" "" "08 52 40.847" "+28 18 58.92" "High proper-motion Star" M4.5V 87.400 0.0000930 13.14799976348877
"HD  75632" "" "HD 75632" "" "08 55 24.819" "+70 47 39.16" "Double or multiple star" M1V+M1V 89.500 0.0001580 8.812000274658203
"HD  75632" "" "HD 75632" "" "08 55 24.819" "+70 47 39.16" "Double or multiple star" M1V+M1V 89.500 0.0001580 8.812000274658203
"HD  75632A" "" "HD 75632A" "" "08 55 24.8405" "+70 47 39.672" "High proper-motion Star" M1V 81.890 0.0001580 8.819999694824219
"HD  75632B" "" "HD 75632B" "" "08 55 24.8909" "+70 47 38.024" "High proper-motion Star" M1V 87.540 0.0001580 8.9399995803833
"L  820-19" "" "" "" "08 54 05.289" "-13 07 31.10" "Double or multiple star" M3.5V 61.800 "" 11.9399995803833
"HD  76151" "" "HD 76151" "" "08 54 17.9480" "-05 26 04.058" "High proper-motion Star" G2V 57.520 0.0001070 6.0
"BD+02  2098" "" "" "" "08 55 07.6217" "+01 32 47.415" "High proper-motion Star" M0V 48.380 0.0000010 9.996999740600586
"HD  76378" "" "HD 76378" "" "08 54 57.2428" "-24 23 39.444" "High proper-motion Star" K2VCN+1 29.630 0.0002100 8.649999618530273
"BD+12  1944" "" "" "" "08 57 04.6857" "+11 38 49.161" "Double or multiple star" M1V 58.790 -0.0000290 10.581999778747559
"BD+21  1949" "" "" "" "08 58 38.1797" "+20 32 48.302" "High proper-motion Star" M0 47.560 -0.0001680 9.21399974822998
"* iot UMa A" "" "" "" "08 59 12.813" "+48 02 32.33" "Spectroscopic binary" A7V(n) 68.920 0.0000300 3.130000114440918
"* iot UMa A" "" "" "" "08 59 12.813" "+48 02 32.33" "Spectroscopic binary" A7V(n) 68.920 0.0000300 3.130000114440918
"* iot UMa B" "" "" "" "08 59 12.53" "+48 02 28.7" "High proper-motion Star" "" "" 0.0000500 10.800000190734863
"* iot UMa C" "" "" "" "08 59 12.53" "+48 02 28.7" "High proper-motion Star" "" "" "" 11.100000381469727
"*  10 UMa" "" "HD 76943B" "" "09 00 38.3806" "+41 46 58.605" "Spectroscopic binary" F3V+G5V 62.230 0.0000880 3.9600000381469727
"*  10 UMa" "" "HD 76943B" "" "09 00 38.3806" "+41 46 58.605" "Spectroscopic binary" F3V+G5V 62.230 0.0000880 3.9600000381469727
"LHS  2085" "" "" "" "08 59 31.70" "-47 26 09.8" "High proper-motion Star" M1.5 72.500 0.0000730 12.329999923706055
"* b02 Car" "" "HD 77370" "" "08 59 24.1826" "-59 05 01.367" "High proper-motion Star" F4V 37.850 0.0000370 5.159999847412109
"Ross  686" "" "" "" "09 00 48.53" "+05 14 41.3" "High proper-motion Star" M3.0Ve 40.770 0.0000230 12.343999862670898
"Ross  687" "" "" "" "09 00 50.3250" "+05 14 29.599" "High proper-motion Star" M3.0Ve 47.750 -0.0000370 12.687999725341797
"* alf Vol" "" "HD 78045" "" "09 02 26.7959" "-66 23 45.872" "Double or multiple star" kA3hA5mA5V 26.110 0.0000250 3.990000009536743
"BD-08  2582" "" "" "" "09 06 45.3495" "-08 48 24.614" "High proper-motion Star" K7V 68.790 0.0001290 9.477999687194824
"BD+73   447" "" "" "" "09 10 27.2600" "+73 24 23.938" "High proper-motion Star" K5 29.340 -0.0000910 10.170000076293945
"HD  78366" "" "HD 78366" "" "09 08 51.0709" "+33 52 55.985" "High proper-motion Star" G0IV-V 52.110 0.0000880 5.900000095367432
"* sig02 UMa" "" "HD 78154" "" "09 10 23.5459" "+67 08 02.464" "Double or multiple star" F7V 49.070 -0.0000100 4.800000190734863
"* sig02 UMa A" "" "" "" "09 10 23.538" "+67 08 02.44" "High proper-motion Star" F6IV-V "" -0.0000100 4.813000202178955
"* sig02 UMa B" "" "" "" "09 10 23.508" "+67 08 06.58" Star K2V "" "" 10.260000228881836
"BD+33  1814" "" "" "" "09 09 30.6094" "+32 49 09.512" "High proper-motion Star" K7/M0V 48.940 0.0000330 9.95199966430664
"G 115-59" "" "" "" "09 11 30.8162" "+46 37 01.420" "High proper-motion Star" M1V 42.210 0.0002910 10.91100025177002
"HD  79170A" "" "HD 79170A" "" "09 10 50.340" "-45 18 31.32" "High proper-motion Star" K0V "" "" 9.779999732971191
"HD  79170B" "" "HD 79170B" "" "09 10 49.505" "-45 18 29.47" "High proper-motion Star" G "" 0.0000680 10.270000457763672
"* pi.01 Cnc" "" "HD 79096" "" "09 12 17.5485" "+14 59 45.745" "Spectroscopic binary" G9V 50.230 0.0001660 6.510000228881836
"* pi.01 Cnc" "" "HD 79096" "" "09 12 17.5485" "+14 59 45.745" "Spectroscopic binary" G9V 50.230 0.0001660 6.510000228881836
"* pi.01 Cnc C" "" "" "" "09 12 14.69" "+14 59 39.6" "Brown Dwarf (M<0.08solMass)" L8.5+L7.5 48.830 "" ""
"* pi.01 Cnc C" "" "" "" "09 12 14.69" "+14 59 39.6" "Brown Dwarf (M<0.08solMass)" L8.5+L7.5 48.830 "" ""
"* c UMa" "" "HD 79028" "" "09 14 20.5426" "+61 25 23.940" "Spectroscopic binary" G0V 51.100 -0.0000480 5.199999809265137
"MCC 541" "" "HD 79210J" "" "09 14 22.77" "+52 41 11.8" "Double or multiple star" K7V+M0V "" "" 6.920000076293945
"MCC 541" "" "HD 79210J" "" "09 14 22.77" "+52 41 11.8" "Double or multiple star" K7V+M0V "" "" 6.920000076293945
"HD  79210" "" "HD 79210" "" "09 14 22.7915" "+52 41 11.720" "Flare Star" K7V 172.080 0.0000370 7.630000114440918
"HD  79211" "" "HD 79211" "" "09 14 24.6788" "+52 41 10.919" "Flare Star" M0V 158.960 0.0000420 7.71999979019165
"BD+77   361" "" "" "" "09 17 30.4844" "+77 14 40.942" "Double or multiple star" K5V 38.900 -0.0000130 10.119999885559082
"BD+77   361A" "" "" "" "09 17 30.505" "+77 14 40.24" "High proper-motion Star" "" "" "" 10.829999923706055
"BD+77   361B" "" "" "" "09 17 30.480" "+77 14 40.98" "High proper-motion Star" "" "" "" 10.729999542236328
"HD  79555" "" "HD 79555" "" "09 14 53.6581" "+04 26 34.451" "High proper-motion Star" K4V 55.680 0.0000280 7.925000190734863
"EGGR 250" "" "" "" "09 15 56.23" "+53 25 24.9" "White Dwarf" DCP7 97.346 "" 13.789999961853027
"* bet Car" "NAME Miaplacidus" "HD 80007" "" "09 13 11.9774" "-69 43 01.947" "High proper-motion Star" A1III- 28.820 -0.0000170 1.690000057220459
"* k Vel" "" "HD 79940" "" "09 15 45.0800" "-37 24 47.320" Star F3/5V 19.810 0.0000190 4.619999885559082
"HD  79969" "" "HD 79969" "" "09 17 53.4557" "+28 33 37.863" "Variable of BY Dra type" K3V 57.920 -0.0000700 7.210000038146973
"HD  79969" "" "HD 79969" "" "09 17 53.4557" "+28 33 37.863" "Variable of BY Dra type" K3V 57.920 -0.0000700 7.210000038146973
"HD  79969" "" "HD 79969" "" "09 17 53.4557" "+28 33 37.863" "Variable of BY Dra type" K3V 57.920 -0.0000700 7.210000038146973
"* 128 Car" "" "HD 80671" "" "09 17 17.2293" "-68 41 22.724" "Double or multiple star" F5VFe-0.7CH-0.5 30.640 0.0001080 5.380000114440918
"* 128 Car" "" "HD 80671" "" "09 17 17.2293" "-68 41 22.724" "Double or multiple star" F5VFe-0.7CH-0.5 30.640 0.0001080 5.380000114440918
"HD  80367" "" "HD 80367" "" "09 19 28.3123" "+00 53 49.418" "High proper-motion Star" K0V 35.170 0.0001700 8.15999984741211
"HD  80632" "" "HD 80632" "" "09 20 44.3171" "-05 45 14.302" "High proper-motion Star" K4V 41.840 0.0001230 9.081999778747559
"HD 304636" "" "HD 304636" "" "09 21 37.6017" "-60 16 55.030" "High proper-motion Star" M0.0 94.880 0.0001190 9.46500015258789
"BD+81   297" "" "" "" "09 27 56.1794" "+80 34 48.811" "High proper-motion Star" K7V 42.840 -0.0000600 9.29699993133545
"HD  80768" "" "HD 80768" "" "09 26 53.1297" "+75 56 03.340" "High proper-motion Star" K7V 48.060 -0.0000220 9.11400032043457
"Ross   83" "" "" "" "09 25 35.474" "+18 40 16.42" "High proper-motion Star" M1.5 60.700 "" 13.430000305175781
"BD+40  2208" "" "" "" "09 27 28.3702" "+39 30 17.918" "High proper-motion Star" K4V 30.690 -0.0000700 9.845000267028809
"HD  81809" "" "HD 81809" "" "09 27 46.7799" "-06 04 16.282" "Spectroscopic binary" G1.5IV-V 32.880 0.0001860 5.400000095367432
"HD  81809A" "" "HD 81809A" "" "09 27 46.784" "-06 04 16.37" "High proper-motion Star" "" "" "" 5.559999942779541
"HD  81809B" "" "HD 81809B" "" "09 27 46.806" "-06 04 16.78" "High proper-motion Star" "" "" "" 7.440000057220459
"CD-80   328" "" "" "" "09 24 20.9738" "-80 31 21.297" "High proper-motion Star" sdG 15.011 -0.0003170 10.100000381469727
"BD-08  2689" "" "" "" "09 28 51.5208" "-09 16 00.770" "High proper-motion Star" M0V 9.200 "" 10.541999816894531
"Ross  439" "" "" "" "09 28 53.3234" "-07 22 15.798" "High proper-motion Star" M2.5 61.580 0.0000770 12.104000091552734
"G 161-34" "" "" "" "09 28 55.710" "-07 22 11.82" "High proper-motion Star" M4.5 60.500 "" 15.119999885559082
"GJ   347.1" "" "" "" "" "" Star "" "" "" ""
"* tau01 Hya" "" "HD 81997" "" "09 29 08.8965" "-02 46 08.264" "Spectroscopic binary" F5V 57.690 0.0000350 4.599999904632568
"* tau01 Hya B" "" "HD 81997B" "" "09 29 09.2300" "-02 45 02.845" "High proper-motion Star" K0 54.800 0.0000380 7.150000095367432
"HD  82106" "" "HD 82106" "" "09 29 54.8252" "+05 39 18.472" "High proper-motion Star" K3V 78.130 0.0000970 7.197000026702881
"L 1398-23" "" "" "" "09 30 55.3883" "+26 57 53.155" "High proper-motion Star" K5V 26.550 "" 10.991999626159668
"L 1398-24" "" "" "" "09 30 58.65" "+26 59 08.3" "High proper-motion Star" "" "" "" 14.319999694824219
"* psi Vel A" "" "HD 82434A" "" "09 30 41.969" "-40 28 00.17" "High proper-motion Star" "" "" "" 3.9100000858306885
"* psi Vel B" "" "HD 82434B" "" "09 30 41.986" "-40 28 00.78" "High proper-motion Star" "" "" "" 5.119999885559082
"Ross   84" "" "" "" "09 31 33.02" "+20 16 58.1" "High proper-motion Star" M2.0Ve 49.400 "" 12.180000305175781
"Ross  440" "" "" "" "09 31 19.4160" "-13 29 18.935" "Double or multiple star" M3V 99.880 0.0000310 10.067000389099121
"BD+36  1970" "" "" "" "09 31 56.3329" "+36 19 12.824" "High proper-motion Star" M1V 73.630 0.0000670 10.138999938964844
"* tet UMa" "" "HD 82328" "" "09 32 51.4339" "+51 40 38.281" "Spectroscopic binary" F7V 74.190 0.0000480 3.180000066757202
"* tet UMa" "" "HD 82328" "" "09 32 51.4339" "+51 40 38.281" "Spectroscopic binary" F7V 74.190 0.0000480 3.180000066757202
"HD  82443" "" "HD 82443" "" "09 32 43.7594" "+26 59 18.706" "Variable of BY Dra type" G9V(k) 55.190 0.0000270 7.010000228881836
"HD  82443" "" "HD 82443" "" "09 32 43.7594" "+26 59 18.706" "Variable of BY Dra type" G9V(k) 55.190 0.0000270 7.010000228881836
"HD  82443B" "" "HD 82443B" "" "09 32 48.27" "+26 59 44.3" "Flare Star" M5.5V 56.400 "" 14.699999809265137
"V* LQ Hya" "" "HD 82558" "" "09 32 25.5683" "-11 11 04.692" "Variable of BY Dra type" K1Vp 54.570 0.0000310 7.890999794006348
"* d UMa" "" "HD 82210" "" "09 34 28.8599" "+69 49 49.231" "Variable of RS CVn type" G5III-IV 31.320 -0.0000900 4.570000171661377
"HD  82734" "" "HD 82734" "" "09 33 12.4596" "-21 06 56.601" Star K0III 9.000 0.0000520 5.002999782562256
"*  11 LMi" "" "HD 82885" "" "09 35 39.5033" "+35 48 36.487" "Variable of RS CVn type" G8Va 87.960 0.0000480 5.340000152587891
"*  11 LMi B" "" "HD 82885B" "" "09 35 39.97" "+35 48 39.1" "High proper-motion Star" M5V "" "" 13.0
"LHS  2157" "" "" "" "09 36 01.6372" "-21 39 38.878" "High proper-motion Star" M2.5V 106.400 -0.0001150 10.906000137329102
"CD-40  5404" "" "" "" "09 39 46.3688" "-41 04 03.205" "Flare Star" M3V 104.000 0.0004740 10.694000244140625
"Ross   92" "" "" "" "09 41 01.995" "+22 01 29.16" "High proper-motion Star" M4.5V 79.000 0.0001370 14.251999855041504
"GJ   360" "" "" "" "09 42 34.8411" "+70 02 01.966" "High proper-motion Star" M2.5V 84.630 0.0000180 10.579999923706055
"Ross   85" "" "" "" "09 41 10.3605" "+13 12 34.423" "High proper-motion Star" M2.5V 86.230 0.0000390 10.369999885559082
"GJ   362" "" "" "" "09 42 51.7277" "+70 02 21.879" "Flare Star" M3.5V 85.130 0.0000220 11.359999656677246
"GJ   363" "" "" "" "09 42 23.28" "+55 59 01.6" "High proper-motion Star" M3V 58.600 0.0000370 12.5
"HD  84117" "" "HD 84117" "" "09 42 14.4165" "-23 54 56.050" "High proper-motion Star" F9V 66.610 0.0001180 4.940000057220459
"HD  84117" "" "HD 84117" "" "09 42 14.4165" "-23 54 56.050" "High proper-motion Star" F9V 66.610 0.0001180 4.940000057220459
